BITSKINS.sellOrder.original.price,BITSKINS.sellOrder.original.currency,BITSKINS.sellOrder.converted.price,BITSKINS.sellOrder.converted.currency,BITSKINS.sellOrder.count,BITSKINS.buyOrder,BITSKINS.updatedAt,SKINBARON.sellOrder.original.price,SKINBARON.sellOrder.original.currency,SKINBARON.sellOrder.converted.price,SKINBARON.sellOrder.converted.currency,SKINBARON.sellOrder.count,SKINBARON.buyOrder,SKINBARON.updatedAt,SKINPORT.sellOrder.original.price,SKINPORT.sellOrder.original.currency,SKINPORT.sellOrder.converted.price,SKINPORT.sellOrder.converted.currency,SKINPORT.sellOrder.count,SKINPORT.buyOrder,SKINPORT.updatedAt,CSFLOAT.sellOrder.original.price,CSFLOAT.sellOrder.original.currency,CSFLOAT.sellOrder.converted.price,CSFLOAT.sellOrder.converted.currency,CSFLOAT.sellOrder.count,CSFLOAT.buyOrder,CSFLOAT.updatedAt,MARKETCSGO.sellOrder.original.price,MARKETCSGO.sellOrder.original.currency,MARKETCSGO.sellOrder.converted.price,MARKETCSGO.sellOrder.converted.currency,MARKETCSGO.sellOrder.count,MARKETCSGO.buyOrder,MARKETCSGO.updatedAt,BUFF163.sellOrder.original.price,BUFF163.sellOrder.original.currency,BUFF163.sellOrder.converted.price,BUFF163.sellOrder.converted.currency,BUFF163.sellOrder.count,BUFF163.buyOrder.original.price,BUFF163.buyOrder.original.currency,BUFF163.buyOrder.converted.price,BUFF163.buyOrder.converted.currency,BUFF163.buyOrder.count,BUFF163.updatedAt,CSMONEY.sellOrder.original.price,CSMONEY.sellOrder.original.currency,CSMONEY.sellOrder.converted.price,CSMONEY.sellOrder.converted.currency,CSMONEY.sellOrder.count,CSMONEY.buyOrder,CSMONEY.updatedAt,DMARKET.sellOrder.original.price,DMARKET.sellOrder.original.currency,DMARKET.sellOrder.converted.price,DMARKET.sellOrder.converted.currency,DMARKET.sellOrder.count,DMARKET.buyOrder.original.price,DMARKET.buyOrder.original.currency,DMARKET.buyOrder.converted.price,DMARKET.buyOrder.converted.currency,DMARKET.buyOrder.count,DMARKET.updatedAt
1.25,USD,1.25,USD,116,,2024-04-14T15:18:02.796Z,1.6,EUR,1.71,USD,40,,2024-04-14T16:04:07.328Z,1.3,EUR,1.38,USD,119,,2024-04-14T16:03:09.408Z,1.14,USD,1.14,USD,27,,2024-04-14T16:01:05.092Z,1.57,USD,1.57,USD,33,,2024-04-14T16:05:05.870Z,8.42,CNY,1.16,USD,973,8.1,CNY,1.11,USD,218,2024-04-14T15:59:23.795Z,1.07,USD,1.07,USD,67,,2024-04-14T16:04:39.715Z,1.09,USD,1.09,USD,76,1.22,USD,1.22,USD,16,2024-04-14T16:02:20.582Z
1.57,USD,1.57,USD,42,,2024-04-14T15:07:24.349Z,1.94,EUR,2.07,USD,22,,2024-04-14T16:04:07.328Z,1.79,EUR,1.9,USD,91,,2024-04-14T16:03:09.408Z,1.64,USD,1.64,USD,24,,2024-04-14T16:01:05.092Z,1.58,USD,1.58,USD,135,,2024-04-14T16:05:05.870Z,11.99,CNY,1.65,USD,832,11.6,CNY,1.6,USD,254,2024-04-14T16:04:24.814Z,1.44,USD,1.44,USD,56,,2024-04-14T16:04:39.744Z,1.89,USD,1.89,USD,51,1.54,USD,1.54,USD,16,2024-04-14T16:02:10.794Z
1.38,USD,1.38,USD,10,,2024-04-14T15:18:05.833Z,1.23,EUR,1.34,USD,1,,2024-04-04T15:18:23.221Z,1.31,EUR,1.39,USD,14,,2024-04-14T16:03:09.408Z,1.31,USD,1.31,USD,5,,2024-04-14T16:01:05.092Z,1.49,USD,1.49,USD,45,,2024-04-14T16:05:05.870Z,9.9,CNY,1.36,USD,62,9.5,CNY,1.31,USD,7,2024-04-14T15:57:51.927Z,1.36,USD,1.36,USD,14,,2024-04-14T16:04:39.729Z,1.77,USD,1.77,USD,15,1.36,USD,1.36,USD,8,2024-04-14T16:02:21.119Z
24,USD,24,USD,16,,2024-04-14T15:18:37.544Z,24.99,EUR,26.67,USD,7,,2024-04-14T16:04:07.328Z,23.56,EUR,25.05,USD,35,,2024-04-14T16:03:09.408Z,23.94,USD,23.94,USD,21,,2024-04-14T16:01:05.092Z,23.05,USD,23.05,USD,34,,2024-04-14T16:05:05.870Z,165,CNY,22.8,USD,217,162,CNY,22.38,USD,177,2024-04-14T16:05:00.216Z,16.12,USD,16.12,USD,41,,2024-04-14T16:04:39.665Z,21.98,USD,21.98,USD,52,21.95,USD,21.95,USD,36,2024-04-14T16:02:21.751Z
131.9,USD,131.9,USD,16,,2024-04-14T15:16:38.248Z,110,EUR,117.39,USD,33,,2024-04-14T16:04:07.328Z,106.52,EUR,113.24,USD,52,,2024-04-14T16:03:09.408Z,110,USD,110,USD,34,,2024-04-14T16:01:05.092Z,126.49,USD,126.49,USD,12,,2024-04-14T16:05:05.870Z,878.99,CNY,121.46,USD,487,1490,CNY,205.89,USD,104,2024-04-14T15:59:08.118Z,115,USD,115,USD,24,,2024-04-14T16:04:39.678Z,118.99,USD,118.99,USD,19,135.44,USD,135.44,USD,30,2024-04-14T16:02:18.893Z
34.06,USD,34.06,USD,33,,2024-04-14T15:22:44.464Z,32.3,EUR,34.47,USD,63,,2024-04-14T16:04:07.328Z,32,EUR,34.02,USD,108,,2024-04-14T16:03:09.408Z,32.4,USD,32.4,USD,75,,2024-04-14T16:01:05.092Z,35.21,USD,35.21,USD,55,,2024-04-14T16:05:05.870Z,249.99,CNY,34.54,USD,1655,273,CNY,37.72,USD,539,2024-04-14T15:57:36.421Z,32,USD,32,USD,201,,2024-04-14T16:04:39.671Z,32.82,USD,32.82,USD,89,39.08,USD,39.08,USD,64,2024-04-14T16:02:21.297Z
57.39,USD,57.39,USD,26,,2024-04-14T15:52:41.278Z,50.79,EUR,54.2,USD,49,,2024-04-14T16:04:07.328Z,52,EUR,55.28,USD,106,,2024-04-14T16:03:09.408Z,53.8,USD,53.8,USD,44,,2024-04-14T16:01:05.092Z,59.24,USD,59.24,USD,24,,2024-04-14T16:05:05.870Z,418,CNY,57.76,USD,1077,492,CNY,67.98,USD,230,2024-04-14T16:04:24.814Z,56.16,USD,56.16,USD,58,,2024-04-14T16:04:39.673Z,56.18,USD,56.18,USD,44,67.36,USD,67.36,USD,53,2024-04-14T16:02:10.727Z
24.73,USD,24.73,USD,21,,2024-04-14T15:45:10.908Z,25,EUR,26.68,USD,13,,2024-04-14T16:04:07.328Z,24.09,EUR,25.61,USD,40,,2024-04-14T16:03:09.408Z,0.03,USD,0.03,USD,32,,2024-04-14T16:01:05.092Z,26.11,USD,26.11,USD,50,,2024-04-14T16:05:05.870Z,190,CNY,26.25,USD,223,187,CNY,25.84,USD,162,2024-04-14T15:58:22.558Z,25.52,USD,25.52,USD,94,,2024-04-14T16:04:39.668Z,24.84,USD,24.84,USD,51,24.35,USD,24.35,USD,42,2024-04-14T16:02:21.342Z
0.22,USD,0.22,USD,208,,2024-04-14T15:10:35.022Z,0.19,EUR,0.2,USD,46,,2024-04-14T16:04:07.328Z,0.21,EUR,0.22,USD,165,,2024-04-14T16:03:09.408Z,0.18,USD,0.18,USD,40,,2024-04-14T16:01:05.092Z,0.23,USD,0.23,USD,423,,2024-04-14T16:05:05.870Z,1.8,CNY,0.24,USD,576,1.6,CNY,0.22,USD,358,2024-04-14T15:59:39.222Z,0.16,USD,0.16,USD,63,,2024-04-14T16:04:39.729Z,0.24,USD,0.24,USD,122,0.34,USD,0.34,USD,34,2024-04-14T16:02:10.828Z
0.91,USD,0.91,USD,147,,2024-04-14T15:18:33.715Z,0.9,EUR,0.96,USD,165,,2024-04-14T16:04:07.328Z,0.89,EUR,0.95,USD,213,,2024-04-14T16:03:09.408Z,0.92,USD,0.92,USD,111,,2024-04-14T16:01:05.092Z,1.03,USD,1.03,USD,72,,2024-04-14T16:05:05.870Z,7.29,CNY,1,USD,992,7.3,CNY,1,USD,260,2024-04-14T16:04:24.814Z,0.97,USD,0.97,USD,110,,2024-04-14T16:04:39.751Z,0.92,USD,0.92,USD,197,0.98,USD,0.98,USD,37,2024-04-14T16:02:21.172Z
0.22,USD,0.22,USD,1000,,2024-04-14T15:09:32.262Z,0.2,EUR,0.21,USD,206,,2024-04-14T16:04:07.328Z,0.21,EUR,0.22,USD,553,,2024-04-14T16:03:09.408Z,0.2,USD,0.2,USD,101,,2024-04-14T16:01:05.092Z,0.23,USD,0.23,USD,494,,2024-04-14T16:05:05.870Z,1.78,CNY,0.24,USD,3539,1.8,CNY,0.24,USD,613,2024-04-14T15:54:57.627Z,0.16,USD,0.16,USD,326,,2024-04-14T16:04:39.716Z,0.28,USD,0.28,USD,341,0.28,USD,0.28,USD,33,2024-04-14T16:02:09.636Z
0.4,USD,0.4,USD,391,,2024-04-14T15:18:40.960Z,0.37,EUR,0.39,USD,101,,2024-04-14T16:04:07.328Z,0.38,EUR,0.4,USD,234,,2024-04-14T16:03:09.408Z,0.39,USD,0.39,USD,60,,2024-04-14T16:01:05.092Z,0.42,USD,0.42,USD,226,,2024-04-14T16:05:05.870Z,3.09,CNY,0.42,USD,2313,2.9,CNY,0.4,USD,586,2024-04-14T16:02:08.255Z,0.36,USD,0.36,USD,154,,2024-04-14T16:04:39.732Z,0.41,USD,0.41,USD,389,0.37,USD,0.37,USD,40,2024-04-14T16:02:21.132Z
0.49,USD,0.49,USD,69,,2024-04-14T15:17:47.385Z,0.41,EUR,0.44,USD,21,,2024-04-14T16:04:07.328Z,0.45,EUR,0.48,USD,51,,2024-04-14T16:03:09.408Z,0.44,USD,0.44,USD,9,,2024-04-14T16:01:05.092Z,0.46,USD,0.46,USD,69,,2024-04-14T16:05:05.870Z,3.63,CNY,0.5,USD,212,3.2,CNY,0.44,USD,119,2024-04-14T15:56:33.911Z,0.44,USD,0.44,USD,35,,2024-04-14T16:04:39.745Z,0.5,USD,0.5,USD,121,0.4,USD,0.4,USD,28,2024-04-14T16:02:20.563Z
88.48,USD,88.48,USD,6,,2024-04-14T15:07:19.042Z,70.59,EUR,75.33,USD,6,,2024-04-14T16:04:07.328Z,76.38,EUR,81.2,USD,11,,2024-04-14T16:03:09.408Z,76.47,USD,76.47,USD,17,,2024-04-14T16:01:05.092Z,80.27,USD,80.27,USD,27,,2024-04-14T16:05:05.870Z,580,CNY,80.14,USD,162,570,CNY,78.76,USD,51,2024-04-14T15:57:51.927Z,78.73,USD,78.73,USD,22,,2024-04-14T16:04:39.730Z,73.7,USD,73.7,USD,36,72.6,USD,72.6,USD,21,2024-04-14T16:02:06.872Z
709.69,USD,709.69,USD,9,,2024-04-14T15:18:51.947Z,700,EUR,747,USD,7,,2024-04-14T16:04:07.328Z,650,EUR,690.98,USD,29,,2024-04-14T16:03:09.408Z,719.99,USD,719.99,USD,39,,2024-04-14T16:01:05.092Z,760,USD,760,USD,11,,2024-04-14T16:05:05.870Z,5295,CNY,731.69,USD,1029,11340,CNY,1567.03,USD,105,2024-04-14T16:04:24.009Z,738.9,USD,738.9,USD,18,,2024-04-14T16:04:39.762Z,741.36,USD,741.36,USD,6,966,USD,966,USD,24,2024-04-14T16:02:21.830Z
218.68,USD,218.68,USD,35,,2024-04-14T15:17:11.324Z,199,EUR,212.36,USD,31,,2024-04-14T16:04:07.328Z,218.48,EUR,232.26,USD,96,,2024-04-14T16:03:09.408Z,204.44,USD,204.44,USD,130,,2024-04-14T16:01:05.092Z,231.69,USD,231.69,USD,27,,2024-04-14T16:05:05.870Z,1591,CNY,219.85,USD,1370,1980,CNY,273.6,USD,80,2024-04-14T15:55:25.216Z,205,USD,205,USD,70,,2024-04-14T16:04:39.750Z,210.09,USD,210.09,USD,115,255.61,USD,255.61,USD,60,2024-04-14T16:02:19.652Z
430,USD,430,USD,19,,2024-04-14T15:18:41.062Z,399.95,EUR,426.8,USD,24,,2024-04-14T16:04:07.328Z,391,EUR,415.65,USD,60,,2024-04-14T16:03:09.408Z,420.04,USD,420.04,USD,82,,2024-04-14T16:01:05.092Z,450.11,USD,450.11,USD,23,,2024-04-14T16:05:05.870Z,3110,CNY,429.75,USD,1481,3370,CNY,465.68,USD,98,2024-04-14T15:58:22.558Z,407.95,USD,407.95,USD,56,,2024-04-14T16:04:39.757Z,425.32,USD,425.32,USD,19,457.54,USD,457.54,USD,24,2024-04-14T16:02:21.774Z
180,USD,180,USD,2,,2024-04-14T15:20:03.235Z,123.5,EUR,131.79,USD,6,,2024-04-14T16:04:07.328Z,125.37,EUR,133.27,USD,17,,2024-04-14T16:03:09.408Z,123,USD,123,USD,14,,2024-04-14T16:01:05.092Z,132.81,USD,132.81,USD,14,,2024-04-14T16:05:05.870Z,897.99,CNY,124.09,USD,98,860,CNY,118.84,USD,13,2024-04-14T15:54:26.684Z,125.38,USD,125.38,USD,24,,2024-04-14T16:04:39.741Z,117.64,USD,117.64,USD,34,115.61,USD,115.61,USD,16,2024-04-14T16:02:23.282Z
24.43,USD,24.43,USD,5,,2024-04-14T15:19:29.955Z,22.29,EUR,23.79,USD,2,,2024-04-14T16:04:07.328Z,26,EUR,27.64,USD,2,,2024-04-14T16:03:09.408Z,21.02,USD,21.02,USD,10,,2024-04-14T16:01:05.092Z,26.89,USD,26.89,USD,16,,2024-04-14T16:05:05.870Z,183.5,CNY,25.35,USD,20,158,CNY,21.83,USD,10,2024-04-14T15:56:33.911Z,23,USD,23,USD,15,,2024-04-14T16:04:39.799Z,24.47,USD,24.47,USD,12,21.71,USD,21.71,USD,10,2024-04-14T16:02:22.628Z
276.12,USD,276.12,USD,1,,2024-04-14T15:20:13.497Z,250,EUR,266.79,USD,1,,2024-04-14T16:04:07.328Z,193.5,EUR,205.7,USD,2,,2024-04-14T16:03:09.408Z,201,USD,201,USD,6,,2024-04-14T16:01:05.092Z,224.96,USD,224.96,USD,4,,2024-04-14T16:05:05.870Z,1373,CNY,189.72,USD,30,1270,CNY,175.49,USD,9,2024-04-14T15:55:12.795Z,217.8,USD,217.8,USD,5,,2024-04-14T16:04:39.809Z,198.5,USD,198.5,USD,2,174,USD,174,USD,9,2024-04-14T16:02:23.450Z
24.56,USD,24.56,USD,40,,2024-04-14T15:08:20.494Z,27.45,EUR,29.29,USD,7,,2024-04-14T16:04:07.328Z,22.85,EUR,24.29,USD,26,,2024-04-14T16:03:09.408Z,23.7,USD,23.7,USD,43,,2024-04-14T16:01:05.092Z,26.83,USD,26.83,USD,28,,2024-04-14T16:05:05.870Z,180,CNY,24.87,USD,344,180,CNY,24.87,USD,179,2024-04-14T15:54:41.833Z,24,USD,24,USD,66,,2024-04-14T16:04:39.802Z,23.89,USD,23.89,USD,82,24.16,USD,24.16,USD,51,2024-04-14T16:02:07.865Z
38.98,USD,38.98,USD,17,,2024-04-14T15:30:19.857Z,38.95,EUR,41.57,USD,13,,2024-04-14T16:04:07.328Z,41.43,EUR,44.04,USD,24,,2024-04-14T16:03:09.408Z,38.81,USD,38.81,USD,24,,2024-04-14T16:01:05.092Z,45.65,USD,45.65,USD,12,,2024-04-14T16:05:05.870Z,279,CNY,38.55,USD,239,312,CNY,43.11,USD,101,2024-04-14T15:59:08.118Z,38.61,USD,38.61,USD,37,,2024-04-14T16:04:39.807Z,37.93,USD,37.93,USD,37,37.84,USD,37.84,USD,46,2024-04-14T16:02:08.848Z
39.27,USD,39.27,USD,4,,2024-04-14T15:08:59.787Z,35.69,EUR,38.09,USD,1,,2024-04-14T16:04:07.328Z,29,EUR,30.83,USD,4,,2024-04-14T16:03:09.408Z,99.99,USD,99.99,USD,1,,2024-04-14T16:01:05.092Z,29.8,USD,29.8,USD,14,,2024-04-14T16:05:05.870Z,220,CNY,30.4,USD,13,190,CNY,26.25,USD,7,2024-04-14T15:54:41.833Z,29.19,USD,29.19,USD,8,,2024-04-14T16:04:39.805Z,30.39,USD,30.39,USD,8,25.17,USD,25.17,USD,10,2024-04-14T16:02:07.865Z
,USD,,USD,0,,2024-04-05T06:57:29.337Z,2800,EUR,2988,USD,1,,2024-04-14T16:04:07.328Z,,EUR,,USD,0,,2024-04-14T16:03:09.408Z,2888.88,USD,2888.88,USD,4,,2024-04-14T16:01:05.092Z,3148.74,USD,3148.74,USD,8,,2024-04-14T16:05:05.870Z,19950,CNY,2756.81,USD,25,23510,CNY,3248.76,USD,17,2024-04-14T16:04:44.627Z,3041,USD,3041,USD,4,,2024-04-14T16:04:39.900Z,2839.99,USD,2839.99,USD,2,2712.68,USD,2712.68,USD,9,2024-04-14T16:02:21.290Z
11900,USD,11900,USD,2,,2024-04-14T15:21:04.701Z,,,,,,,,27679.83,EUR,29425.04,USD,1,,2024-04-14T16:03:09.408Z,12600,USD,12600,USD,4,,2024-04-14T16:01:05.092Z,13583.9,USD,13583.9,USD,2,,2024-04-14T16:05:05.870Z,83880,CNY,11591.07,USD,205,110000,CNY,15200.5,USD,26,2024-04-14T16:05:00.216Z,13500,USD,13500,USD,1,,2024-03-26T21:25:18.905Z,12501.25,USD,12501.25,USD,1,14542.34,USD,14542.34,USD,9,2024-04-14T16:02:24.936Z
6400,USD,6400,USD,4,,2024-04-14T15:15:37.728Z,,,,,,,,,EUR,,USD,0,,2024-04-14T16:03:09.408Z,6600,USD,6600,USD,8,,2024-04-14T16:01:05.092Z,8134.07,USD,8134.07,USD,3,,2024-04-14T16:05:05.870Z,49159,CNY,6793.1,USD,66,50210,CNY,6938.34,USD,30,2024-04-14T15:55:43.989Z,9459,USD,9459,USD,1,,2024-04-14T16:04:39.905Z,6694.99,USD,6694.99,USD,1,6485.12,USD,6485.12,USD,20,2024-04-14T16:02:17.815Z
8950,USD,8950,USD,1,,2024-04-14T15:13:11.381Z,,,,,,,,,EUR,,USD,0,,2024-04-14T16:03:09.408Z,8899,USD,8899,USD,1,,2024-04-14T16:01:05.092Z,10550.47,USD,10550.47,USD,3,,2024-04-14T16:05:05.870Z,64000,CNY,8843.93,USD,85,65040,CNY,8987.64,USD,21,2024-04-14T15:57:05.341Z,9692.47,USD,9692.47,USD,2,,2024-04-14T16:04:39.907Z,9238.91,USD,9238.91,USD,2,8498.89,USD,8498.89,USD,10,2024-04-14T16:02:14.147Z
,,,,,,,4624.21,EUR,4934.69,USD,1,,2024-04-14T16:04:07.328Z,4503.47,EUR,4787.41,USD,1,,2024-04-14T16:03:09.408Z,4495,USD,4495,USD,5,,2024-04-14T16:01:05.092Z,4999.99,USD,4999.99,USD,1,,2024-04-08T23:55:04.934Z,33200,CNY,4587.78,USD,38,30930,CNY,4274.1,USD,9,2024-04-14T15:58:07.245Z,4999,USD,4999,USD,2,,2024-04-14T16:04:39.903Z,4915.31,USD,4915.31,USD,1,4484.43,USD,4484.43,USD,9,2024-04-14T16:02:11.874Z
271.62,USD,271.62,USD,2,,2024-04-14T15:15:55.544Z,,,,,,,,249.99,EUR,265.75,USD,10,,2024-04-14T16:03:09.408Z,300,USD,300,USD,8,,2024-04-14T16:01:05.092Z,287.9,USD,287.9,USD,7,,2024-04-14T16:05:05.870Z,1791.5,CNY,247.56,USD,49,2500,CNY,345.46,USD,8,2024-04-14T15:56:33.911Z,283.58,USD,283.58,USD,11,,2024-04-14T16:04:39.813Z,0,USD,0,USD,0,243.01,USD,243.01,USD,13,2024-04-14T16:02:18.171Z
1496.99,USD,1496.99,USD,4,,2024-04-14T15:11:43.097Z,1499.99,EUR,1600.7,USD,2,,2024-04-14T16:04:07.328Z,2361.73,EUR,2510.64,USD,1,,2024-04-14T16:03:09.408Z,1555.89,USD,1555.89,USD,9,,2024-04-14T16:01:05.092Z,1783.07,USD,1783.07,USD,8,,2024-04-14T16:05:05.870Z,11098.5,CNY,1533.66,USD,193,19200,CNY,2653.17,USD,30,2024-04-14T16:05:00.216Z,1760.11,USD,1760.11,USD,5,,2024-04-14T16:04:39.822Z,1559.9,USD,1559.9,USD,2,1793.1,USD,1793.1,USD,12,2024-04-14T16:02:11.346Z
965,USD,965,USD,5,,2024-04-14T15:09:47.468Z,580,EUR,618.94,USD,5,,2024-04-14T16:04:07.328Z,640,EUR,680.35,USD,3,,2024-04-14T16:03:09.408Z,639,USD,639,USD,10,,2024-04-14T16:01:05.092Z,846.38,USD,846.38,USD,2,,2024-04-14T16:05:05.870Z,4600,CNY,635.65,USD,114,5280,CNY,729.62,USD,26,2024-04-14T15:55:43.989Z,651.8,USD,651.8,USD,7,,2024-04-14T16:04:39.816Z,625,USD,625,USD,6,678.7,USD,678.7,USD,20,2024-04-14T16:02:04.253Z
1550,USD,1550,USD,2,,2024-04-14T15:06:42.276Z,1049,EUR,1119.43,USD,2,,2024-04-14T16:04:07.328Z,900,EUR,956.75,USD,6,,2024-04-14T16:03:09.408Z,1021.26,USD,1021.26,USD,6,,2024-04-14T16:01:05.092Z,1072.92,USD,1072.92,USD,11,,2024-04-14T16:05:05.870Z,7135,CNY,985.96,USD,111,7670,CNY,1059.89,USD,22,2024-04-14T15:59:39.222Z,1050.02,USD,1050.02,USD,4,,2024-04-14T16:04:39.820Z,1010.1,USD,1010.1,USD,3,1058.4,USD,1058.4,USD,17,2024-04-14T16:02:05.969Z
,USD,,USD,0,,2024-03-27T19:14:52.888Z,,,,,,,,332.3,EUR,353.25,USD,5,,2024-04-14T16:03:09.408Z,385.97,USD,385.97,USD,7,,2024-04-14T16:01:05.092Z,438.87,USD,438.87,USD,3,,2024-04-14T16:05:05.870Z,2664,CNY,368.12,USD,46,2590,CNY,357.9,USD,6,2024-04-14T15:59:23.795Z,685,USD,685,USD,1,,2024-04-14T16:04:39.818Z,412,USD,412,USD,2,357.34,USD,357.34,USD,14,2024-04-14T16:02:22.177Z
30,USD,30,USD,3,,2024-04-14T15:09:27.848Z,24,EUR,25.61,USD,2,,2024-04-14T15:59:16.803Z,26.21,EUR,27.86,USD,12,,2024-04-14T16:03:09.408Z,,,,,,,,33.92,USD,33.92,USD,3,,2024-04-14T16:05:05.870Z,180,CNY,24.87,USD,70,170,CNY,23.49,USD,33,2024-04-14T15:59:39.222Z,27.79,USD,27.79,USD,6,,2024-04-14T15:51:53.181Z,25.76,USD,25.76,USD,7,23.81,USD,23.81,USD,6,2024-04-14T16:02:09.312Z
0.92,USD,0.92,USD,61,,2024-04-14T15:12:44.394Z,0.97,EUR,1.04,USD,272,,2024-04-14T15:59:16.803Z,1.35,EUR,1.44,USD,9,,2024-04-14T16:03:09.408Z,0.82,USD,0.82,USD,2,,2024-04-03T20:06:04.990Z,1.01,USD,1.01,USD,33,,2024-04-14T16:05:05.870Z,5.42,CNY,0.74,USD,1768,5.4,CNY,0.74,USD,1046,2024-04-14T15:57:36.421Z,,,,,,,,1,USD,1,USD,20,0.73,USD,0.73,USD,8,2024-04-14T16:02:13.023Z
3.67,USD,3.67,USD,18,,2024-04-14T15:19:10.389Z,0,EUR,0,USD,0,,2024-04-14T15:59:16.803Z,4.26,EUR,4.53,USD,39,,2024-04-14T16:03:09.408Z,10,USD,10,USD,1,,2024-04-14T16:01:05.092Z,4.18,USD,4.18,USD,19,,2024-04-14T16:05:05.870Z,28.49,CNY,3.93,USD,184,24.6,CNY,3.39,USD,165,2024-04-14T15:54:41.833Z,4.32,USD,4.32,USD,5,,2024-04-14T15:56:46.215Z,4.13,USD,4.13,USD,9,3.42,USD,3.42,USD,7,2024-04-14T16:02:22.135Z
0.33,USD,0.33,USD,2679,,2024-04-14T15:15:16.023Z,0.59,EUR,0.63,USD,739,,2024-04-14T15:59:16.803Z,0.39,EUR,0.41,USD,983,,2024-04-14T16:03:09.408Z,0.31,USD,0.31,USD,53,,2024-04-14T16:01:05.092Z,0.41,USD,0.41,USD,138,,2024-04-14T16:05:05.870Z,2.41,CNY,0.33,USD,4360,2.2,CNY,0.3,USD,2109,2024-04-14T15:59:23.795Z,0.34,USD,0.34,USD,44,,2024-04-14T15:53:02.801Z,0.59,USD,0.59,USD,2146,1.01,USD,1.01,USD,18,2024-04-14T16:02:16.773Z
0.38,USD,0.38,USD,4497,,2024-04-14T15:18:29.468Z,0.47,EUR,0.5,USD,4964,,2024-04-14T15:59:16.803Z,0.38,EUR,0.4,USD,1684,,2024-04-14T16:03:09.408Z,0.39,USD,0.39,USD,185,,2024-04-14T16:01:05.092Z,0.39,USD,0.39,USD,674,,2024-04-14T16:05:05.870Z,2.1,CNY,0.29,USD,6673,2.1,CNY,0.29,USD,2616,2024-04-14T15:58:37.967Z,0.33,USD,0.33,USD,299,,2024-04-14T15:57:36.656Z,1,USD,1,USD,2085,0.52,USD,0.52,USD,23,2024-04-14T16:02:21.553Z
0.29,USD,0.29,USD,1909,,2024-04-14T15:14:58.291Z,0.51,EUR,0.54,USD,552,,2024-04-14T15:59:16.803Z,0.33,EUR,0.35,USD,247,,2024-04-14T16:03:09.408Z,0.26,USD,0.26,USD,124,,2024-04-14T16:01:05.092Z,0.35,USD,0.35,USD,43,,2024-04-14T16:05:05.870Z,2.09,CNY,0.28,USD,3304,2,CNY,0.27,USD,1292,2024-04-14T15:59:23.795Z,0.29,USD,0.29,USD,20,,2024-04-14T15:52:21.558Z,0.5,USD,0.5,USD,885,0.3,USD,0.3,USD,12,2024-04-14T16:02:16.438Z
0.51,USD,0.51,USD,2752,,2024-04-14T15:16:55.638Z,0.6,EUR,0.64,USD,3102,,2024-04-14T15:59:16.803Z,0.66,EUR,0.7,USD,790,,2024-04-14T16:03:09.408Z,0.47,USD,0.47,USD,308,,2024-04-14T16:01:05.092Z,0.58,USD,0.58,USD,107,,2024-04-14T16:05:05.870Z,3.47,CNY,0.47,USD,2077,3.4,CNY,0.46,USD,2025,2024-04-14T15:55:12.795Z,0.49,USD,0.49,USD,76,,2024-04-14T15:52:39.908Z,0.72,USD,0.72,USD,828,1.18,USD,1.18,USD,22,2024-04-14T16:02:19.652Z
0.49,USD,0.49,USD,4775,,2024-04-14T15:19:08.572Z,0.49,EUR,0.52,USD,3070,,2024-04-14T15:59:16.803Z,0.49,EUR,0.52,USD,2951,,2024-04-14T16:03:09.408Z,0.41,USD,0.41,USD,297,,2024-04-14T16:01:05.092Z,0.54,USD,0.54,USD,240,,2024-04-14T16:05:05.870Z,3.04,CNY,0.42,USD,6565,3,CNY,0.41,USD,2929,2024-04-14T15:58:53.088Z,0.46,USD,0.46,USD,272,,2024-04-14T15:59:40.662Z,0.93,USD,0.93,USD,4309,0.99,USD,0.99,USD,33,2024-04-14T16:02:22.248Z
8.2,USD,8.2,USD,58,,2024-04-14T15:18:20.902Z,0,EUR,0,USD,0,,2024-04-14T15:59:16.803Z,9.19,EUR,9.77,USD,63,,2024-04-14T16:03:09.408Z,9.49,USD,9.49,USD,2,,2024-04-14T16:01:05.092Z,8.55,USD,8.55,USD,18,,2024-04-14T16:05:05.870Z,53.36,CNY,7.37,USD,1292,50,CNY,6.9,USD,512,2024-04-14T15:56:18.449Z,10.84,USD,10.84,USD,4,,2024-04-14T15:56:46.215Z,7.48,USD,7.48,USD,69,7.24,USD,7.24,USD,12,2024-04-14T16:02:21.342Z
7.95,USD,7.95,USD,4,,2024-04-14T15:10:47.837Z,0,EUR,0,USD,0,,2024-04-14T15:59:16.803Z,3.08,EUR,3.27,USD,35,,2024-04-14T16:03:09.408Z,5,USD,5,USD,6,,2024-04-14T16:01:05.092Z,3.39,USD,3.39,USD,65,,2024-04-14T16:05:05.870Z,20.63,CNY,2.85,USD,123,18.8,CNY,2.59,USD,142,2024-04-14T16:05:00.216Z,3.17,USD,3.17,USD,2,,2024-04-14T15:56:46.215Z,3.98,USD,3.98,USD,5,4.36,USD,4.36,USD,8,2024-04-14T16:02:10.727Z
